month,asset_id,production_mwh,realized_price_eur_mwh,revenue_eur,direct_opex_eur,allocated_overhead_eur,ebitda_eur,capex_eur,utilization_pct,downtime_hours,availability_pct
2025-10-01,A001,53019.8,77.08,4086766,1286387,156000,2644378,270000,0.3959,32,0.957
2025-10-01,A002,5922.9,74.25,439776,117109,43050,279616,8320,0.1061,3,0.996
2025-10-01,A003,3316.8,74.25,246274,69495,30750,146029,8320,0.1061,3,0.996
2025-10-01,A004,14248.0,42.33,603118,313083,67600,222435,75600,0.3192,11,0.9852
2025-10-01,A005,3476.0,118.0,410164,862004,100700,-552540,598000,0.2336,28,0.9624
2025-11-01,A001,58498.4,82.72,4838985,1206895,156000,3476089,64800,0.4514,18,0.975
2025-11-01,A002,3528.0,80.19,282911,109323,43050,130539,8320,0.0653,7,0.9903
2025-11-01,A003,1975.7,80.19,158430,65135,30750,62546,8320,0.0653,7,0.9903
2025-11-01,A004,16221.8,47.99,778502,322698,67600,388205,75600,0.3755,11,0.9847
2025-11-01,A005,3542.5,118.0,418020,869424,100700,-552104,598000,0.246,51,0.9292
2025-12-01,A001,65647.1,88.36,5800578,1269466,156000,4375111,64800,0.4902,18,0.9758
2025-12-01,A002,2820.4,86.13,242924,107021,43050,92853,8320,0.0505,3,0.996
2025-12-01,A003,1579.4,86.13,136037,63846,30750,41441,8320,0.0505,3,0.996
2025-12-01,A004,16747.4,48.55,813118,324487,67600,421031,75600,0.3752,11,0.9852
2025-12-01,A005,3845.3,118.0,453744,903165,100700,-550121,598000,0.2584,28,0.9624
2026-01-01,A001,64714.5,84.94,5496901,1258148,156000,4082753,64800,0.4832,14,0.9812
2026-01-01,A002,3102.5,80.67,250262,107938,43050,99273,8320,0.0556,3,0.996
2026-01-01,A003,1737.4,80.67,140147,64359,30750,45037,8320,0.0556,3,0.996
2026-01-01,A004,18083.6,51.52,931674,320205,67600,543869,75600,0.4051,11,0.9852
2026-01-01,A005,4637.2,118.0,547190,891047,100700,-444557,462000,0.3116,28,0.9624
2026-02-01,A001,54831.8,81.25,4455325,1172297,156000,3127027,64800,0.4533,14,0.9792
2026-02-01,A002,4049.8,76.86,311286,111021,43050,157215,8320,0.0804,7,0.9896
2026-02-01,A003,2267.9,76.86,174320,66086,30750,77485,8320,0.0804,7,0.9896
2026-02-01,A004,18640.4,52.11,971335,321961,67600,581774,75600,0.4623,11,0.9836
2026-02-01,A005,4380.4,118.0,516883,867051,100700,-450868,462000,0.3259,28,0.9583
2026-03-01,A001,56948.8,75.72,4312433,1190241,156000,2966193,64800,0.4252,14,0.9812
2026-03-01,A002,6769.0,71.16,481693,119861,43050,318782,31200,0.1213,3,0.996
2026-03-01,A003,3790.7,71.16,269748,71036,30750,167962,31200,0.1213,3,0.996
2026-03-01,A004,17595.0,47.35,833079,316036,67600,449443,75600,0.3942,23,0.9691
2026-03-01,A005,5062.2,118.0,597337,930752,100700,-434115,462000,0.3402,28,0.9624
2026-04-01,A001,46622.8,70.2,3272697,1227988,156000,1888710,270000,0.3597,28,0.9611
2026-04-01,A002,8733.1,65.46,571656,126248,43050,402357,8320,0.1617,3,0.9958
2026-04-01,A003,4890.5,65.46,320127,74613,30750,214764,8320,0.1617,3,0.9958
2026-04-01,A004,17963.0,47.94,861074,317791,67600,475683,75600,0.4158,11,0.9847
2026-04-01,A005,5104.5,118.0,602332,934707,100700,-433075,462000,0.3545,28,0.9611
2026-05-01,A001,42711.6,65.59,2801332,1065743,156000,1579589,64800,0.3189,14,0.9812
2026-05-01,A002,11281.7,55.76,629033,134534,43050,451448,8320,0.2022,3,0.996
2026-05-01,A003,6317.8,55.76,352258,79253,30750,242255,8320,0.2022,3,0.996
2026-05-01,A004,18331.0,48.52,889503,319547,67600,502356,75600,0.4106,11,0.9852
2026-05-01,A005,5487.1,118.0,647484,970456,100700,-423673,462000,0.3688,51,0.9315
2026-06-01,A001,37552.1,61.9,2324508,1020747,156000,1147760,64800,0.2898,14,0.9806
2026-06-01,A002,12280.9,51.96,638055,137785,43050,457220,8320,0.2274,3,0.9958
2026-06-01,A003,6877.3,51.96,357311,81074,30750,245487,8320,0.2274,3,0.9958
2026-06-01,A004,18699.0,49.11,918364,321302,67600,529462,75600,0.4328,11,0.9847
2026-06-01,A005,5515.8,118.0,650862,973131,100700,-422970,462000,0.383,28,0.9611
2026-07-01,A001,37534.4,60.06,2254227,1020471,156000,1077756,64800,0.2803,14,0.9812
2026-07-01,A002,12974.0,50.05,649405,140037,43050,466318,8320,0.2325,3,0.996
2026-07-01,A003,7265.4,50.05,363667,82335,30750,250582,8320,0.2325,3,0.996
2026-07-01,A004,19067.0,49.7,947659,323058,67600,557001,75600,0.4271,11,0.9852
2026-07-01,A005,5912.1,118.0,697630,1010161,100700,-413231,462000,0.3973,28,0.9624
2026-08-01,A001,40123.0,62.82,2520623,1043107,156000,1321516,64800,0.2996,14,0.9812
2026-08-01,A002,11563.8,52.91,611788,135452,43050,433286,8320,0.2072,3,0.996
2026-08-01,A003,6475.7,52.91,342601,79767,30750,232084,8320,0.2072,3,0.996
2026-08-01,A004,19435.0,50.29,977386,324813,67600,584973,75600,0.4354,11,0.9852
2026-08-01,A005,6562.1,118.0,774325,1030013,100700,-356388,462000,0.441,28,0.9624
2026-09-01,A001,45062.6,68.35,3080117,1086447,156000,1837670,64800,0.3477,14,0.9806
2026-09-01,A002,8460.2,63.56,537710,125361,43050,369299,31200,0.1567,3,0.9958
2026-09-01,A003,4737.7,63.56,301118,74116,30750,196252,31200,0.1567,3,0.9958
2026-09-01,A004,19803.0,50.88,1007547,326569,67600,613378,75600,0.4584,23,0.9681
2026-09-01,A005,6570.7,118.0,775345,1030767,100700,-356122,462000,0.4563,28,0.9611
2026-10-01,A001,53317.7,75.72,4037469,1286387,156000,2595082,270000,0.3981,28,0.9624
2026-10-01,A002,5922.9,71.16,421481,117109,43050,261322,8320,0.1061,3,0.996
2026-10-01,A003,3316.8,71.16,236029,69495,30750,135784,8320,0.1061,3,0.996
2026-10-01,A004,20171.0,51.47,1038141,328324,67600,642216,75600,0.4519,11,0.9852
2026-10-01,A005,7017.4,118.0,828054,1069718,100700,-342364,462000,0.4716,28,0.9624
2026-11-01,A001,58831.7,81.25,4780333,1206895,156000,3417438,64800,0.4539,14,0.9806
2026-11-01,A002,3528.0,76.86,271176,109323,43050,118803,8320,0.0653,7,0.9903
2026-11-01,A003,1975.7,76.86,151858,65135,30750,55974,8320,0.0653,7,0.9903
2026-11-01,A004,22149.0,57.41,1271474,337760,67600,866114,75600,0.5127,11,0.9847
2026-11-01,A005,6998.4,118.0,825811,1068060,100700,-342949,462000,0.486,51,0.9292
2026-12-01,A001,66008.8,86.78,5728507,1269466,156000,4303040,64800,0.4929,14,0.9812
2026-12-01,A002,2820.4,82.57,232872,107021,43050,82801,8320,0.0505,3,0.996
2026-12-01,A003,1579.4,82.57,130408,63846,30750,35812,8320,0.0505,3,0.996
2026-12-01,A004,22517.0,57.99,1305851,339516,67600,898735,75600,0.5044,11,0.9852
2026-12-01,A005,7231.7,118.0,853338,1088402,100700,-335764,462000,0.486,28,0.9624
